# Simulation 15 (Up to date)
# 495 data points written for 53 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23,1 m/s)
#
# Tempo (s),Altezza (m),Velocita' verticale (m/s),Accelerazione verticale (m/s²),Velocita' totale (m/s),Accelerazione totale (m/s²),Posizione sopravento (m),Posizione parallela al vento (m),Distanza laterale (m),Direzione laterale (°),Velocita' laterale (m/s),Accelerazione laterale (m/s²),Latitudine (°),Longitudine (°),Gravitational acceleration (m/s²),Angolo d'attacco (°),Tasso di rollio (°/s),Tasso di beccheggio (°/s),Tasso di impennaggio (°/s),Massa (g),Propellant mass (g),Momento di inerzia longitudinale (kg·m²),Momento di inerzia rotazionale (kg·m²),posizione CP  (cm),posizione CG (cm),Calibri del margine di stabilita' (?),Numero di Mach (?),Numero di Reynolds (?),Spinta (N),Forza d'attrito (N),Coefficiente d'attrito (?),Coefficiente d'attrito assiale (?),Coefficiente d'attrito causato dalla pressione (?),Coefficiente d'attrito di base (?),coefficiente della forza normale (?),coefficiente del momento di beccheggio (?),coefficiente del momento di impennaggio (?),coefficiente della forza laterale (?),coefficiente del momento di rollio (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Accelerazione di Coriolis  (m/s²),Reference length (cm),Reference area (cm²),Orientazione verticale (zenith) (°),Orientazione laterale (azimuth) (°),Velocita' del vento (m/s),Temperatura dell'aria (°C),Pressione dell'aria (mbar),Velocita' del suono (m/s),Intervallo di tempo della simulazione (s),Tempo del calcolo (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
44.801,521.21,-6.1677,0.0098231,6.1808,0.50776,-45.78,0.009594,45.78,179.99,1.7156,0.50766,46.168,9.9587,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018273,492482,0,5.5803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8642e-4,NaN,NaN,NaN,NaN,1.6506,11.462,949.66,338.24,0.5,0.55531
45.301,518.13,-6.1748,-0.014211,6.1688,0.18779,-46.662,0.0095314,46.662,179.99,1.8092,0.18725,46.168,9.9587,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018237,491642,0,5.5602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7131e-4,NaN,NaN,NaN,NaN,1.834,11.482,950,338.26,0.5,0.55547
45.801,515.04,-6.1692,0.011187,6.1759,0.18576,-47.589,0.0094722,47.589,179.99,1.902,0.18542,46.168,9.9587,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018257,492322,0,5.5746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7718e-4,NaN,NaN,NaN,NaN,1.9263,11.502,950.35,338.27,0.5,0.55558
46.301,511.96,-6.168,0.0023604,6.1741,0.39193,-48.589,0.0094113,48.589,179.99,2.0979,0.39192,46.168,9.9587,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018251,492298,0,5.5731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8205e-4,NaN,NaN,NaN,NaN,2.1489,11.522,950.69,338.28,0.5,0.55571
46.801,508.87,-6.17,-0.0039393,6.1695,0.21747,-49.666,0.0093461,49.666,179.99,2.2066,0.21743,46.168,9.9587,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018237,492048,0,5.5664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9405e-4,NaN,NaN,NaN,NaN,2.2351,11.542,951.04,338.29,0.5,0.55584
47.301,505.79,-6.164,0.011888,6.1757,0.4232,-50.822,0.0092762,50.822,179.99,2.4182,0.42303,46.168,9.9587,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018255,492658,0,5.5792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0136e-4,NaN,NaN,NaN,NaN,2.4729,11.562,951.38,338.31,0.5,0.55596
47.801,502.71,-6.1666,-0.0051667,6.1691,0.39923,-51.981,0.0092011,51.981,179.99,2.2186,0.39919,46.168,9.9586,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018235,492248,0,5.5689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1552e-4,NaN,NaN,NaN,NaN,2.1675,11.582,951.73,338.32,0.5,0.55609
48.301,499.62,-6.1663,7.3657e-4,6.1685,0.24168,-53.06,0.0091247,53.06,179.99,2.0977,0.24168,46.168,9.9586,9.8056,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018232,492312,0,5.5694,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0186e-4,NaN,NaN,NaN,NaN,2.067,11.602,952.07,338.33,0.5,0.55621
48.801,496.54,-6.1658,8.6433e-4,6.1672,0.16785,-54.088,0.0090523,54.088,179.99,2.0138,0.16785,46.168,9.9586,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018228,492322,0,5.5686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9388e-4,NaN,NaN,NaN,NaN,1.9926,11.622,952.42,338.34,0.5,0.55636
49.301,493.46,-6.1652,0.0011656,6.166,0.071282,-55.104,0.0089834,55.104,179.99,2.0494,0.071272,46.168,9.9586,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018223,492345,0,5.5681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8853e-4,NaN,NaN,NaN,NaN,2.059,11.642,952.76,338.35,0.5,0.55652
49.801,490.37,-6.1609,0.0086834,6.1695,0.36465,-56.174,0.0089158,56.174,179.99,2.2317,0.36455,46.168,9.9586,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018233,492742,0,5.5761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9071e-4,NaN,NaN,NaN,NaN,2.2788,11.663,953.1,338.37,0.5,0.55665
50.301,487.29,-6.1651,-0.0084422,6.1613,0.10918,-57.303,0.0088457,57.303,179.99,2.2861,0.10885,46.168,9.9586,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018208,492201,0,5.5629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0223e-4,NaN,NaN,NaN,NaN,2.3005,11.683,953.45,338.38,0.5,0.55677
50.801,484.21,-6.1487,0.032809,6.1812,0.7123,-58.358,0.0087721,58.358,179.99,1.9304,0.71155,46.168,9.9586,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018266,493907,0,5.6005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0632e-4,NaN,NaN,NaN,NaN,1.8406,11.703,953.79,338.39,0.5,0.55691
51.301,481.14,-6.1689,-0.040403,6.1498,0.18795,-59.346,0.0087016,59.346,179.99,2.0221,0.18356,46.168,9.9585,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018173,491515,0,5.5454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8185e-4,NaN,NaN,NaN,NaN,2.0463,11.723,954.14,338.4,0.5,0.55704
51.801,478.06,-6.1429,0.051964,6.1859,0.73219,-60.448,0.0086352,60.448,179.99,2.3873,0.73035,46.168,9.9585,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018279,494512,0,5.6122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8933e-4,NaN,NaN,NaN,NaN,2.4796,11.743,954.48,338.41,0.5,0.55717
52.301,474.98,-6.1644,-0.042996,6.1503,0.48092,-61.582,0.0085638,61.582,179.99,2.1478,0.47899,46.168,9.9585,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018173,491791,0,5.5496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1145e-4,NaN,NaN,NaN,NaN,2.0863,11.763,954.84,338.43,0.5,0.55729
52.801,471.9,-6.1561,0.016747,6.1645,0.044107,-62.661,0.0084895,62.661,179.99,2.1682,0.040804,46.168,9.9585,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018214,493049,0,5.5769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9697e-4,NaN,NaN,NaN,NaN,2.1738,11.783,955.2,338.44,0.5,0.55742
53.301,468.82,-6.1573,-0.0024639,6.1589,0.29888,-63.708,0.0084177,63.708,179.99,2.0188,0.29887,46.168,9.9585,9.8057,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018197,492727,0,5.5685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9755e-4,NaN,NaN,NaN,NaN,1.9809,11.803,955.56,338.45,0.5,0.55756
53.801,465.74,-6.1567,0.0011196,6.158,0.15435,-64.698,0.008348,64.698,179.99,1.9416,0.15435,46.168,9.9585,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018194,492782,0,5.5687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8806e-4,NaN,NaN,NaN,NaN,1.9223,11.823,955.92,338.46,0.5,0.55768
54.301,462.67,-6.1557,0.001967,6.1573,0.12885,-65.652,0.0082817,65.652,179.99,1.8772,0.12883,46.168,9.9585,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018191,492843,0,5.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8327e-4,NaN,NaN,NaN,NaN,1.8611,11.843,956.28,338.48,0.5,0.55781
54.801,459.59,-6.15,0.01148,6.1623,0.45365,-66.648,0.008218,66.648,179.99,2.1039,0.45351,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018205,493373,0,5.5799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7934e-4,NaN,NaN,NaN,NaN,2.1619,11.863,956.64,338.49,0.5,0.55794
55.301,456.51,-6.1566,-0.013157,6.1507,0.14752,-67.718,0.0081527,67.718,179.99,2.1774,0.14694,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01817,492566,0,5.5605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9281e-4,NaN,NaN,NaN,NaN,2.1966,11.883,957,338.5,0.5,0.55807
55.801,453.44,-6.1507,0.011859,6.1579,0.20696,-68.781,0.0080831,68.781,179.99,2.0741,0.20662,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018191,493270,0,5.5753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9821e-4,NaN,NaN,NaN,NaN,2.0482,11.903,957.36,338.51,0.5,0.55819
56.301,450.36,-6.1536,-0.0059327,6.1508,0.075078,-69.809,0.0080131,69.809,179.99,2.0367,0.074843,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01817,492824,0,5.5642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9095e-4,NaN,NaN,NaN,NaN,2.0275,11.923,957.72,338.52,0.5,0.55832
56.801,447.28,-6.1447,0.017864,6.1609,0.47939,-70.767,0.0079449,70.767,179.99,1.7971,0.47906,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018199,493756,0,5.5841,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8885e-4,NaN,NaN,NaN,NaN,1.737,11.943,958.08,338.54,0.5,0.55845
57.301,444.21,-6.1543,-0.019219,6.1447,0.035533,-71.669,0.0078806,71.669,179.99,1.8121,0.029886,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01815,492581,0,5.5565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7369e-4,NaN,NaN,NaN,NaN,1.8163,11.963,958.45,338.55,0.5,0.55858
57.801,441.14,-6.1444,0.019755,6.1577,0.32558,-72.616,0.0078201,72.616,179.99,1.9746,0.32498,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018188,493744,0,5.5817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7544e-4,NaN,NaN,NaN,NaN,2.016,11.983,958.81,338.56,0.5,0.55872
58.301,438.06,-6.1503,-0.011842,6.1459,0.21266,-73.577,0.0077581,73.577,179.99,1.8684,0.21233,46.168,9.9584,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018152,492919,0,5.562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8415e-4,NaN,NaN,NaN,NaN,1.8418,12.003,959.17,338.57,0.5,0.5589
58.801,434.99,-6.1464,0.0078086,6.1504,0.039381,-74.516,0.007695,74.516,179.99,1.8877,0.038599,46.168,9.9583,9.8058,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018165,493406,0,5.5719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7833e-4,NaN,NaN,NaN,NaN,1.893,12.023,959.53,338.58,0.5,0.55906
59.301,431.91,-6.1455,0.0018388,6.1487,0.26429,-75.493,0.0076328,75.493,179.99,2.0199,0.26428,46.168,9.9583,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018159,493392,0,5.5705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.791e-4,NaN,NaN,NaN,NaN,2.0537,12.043,959.89,338.6,0.5,0.5592
59.801,428.84,-6.1447,0.0016597,6.1476,0.2551,-76.534,0.0075689,76.534,179.99,2.1474,0.2551,46.168,9.9583,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018155,493430,0,5.5703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8706e-4,NaN,NaN,NaN,NaN,2.1801,12.063,960.25,338.61,0.5,0.55934
60.301,425.77,-6.1434,0.0025198,6.1471,0.27534,-77.574,0.0075011,77.574,179.99,2.0097,0.27533,46.168,9.9583,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018153,493512,0,5.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9516e-4,NaN,NaN,NaN,NaN,1.9753,12.083,960.61,338.62,0.5,0.55946
60.801,422.7,-6.1443,-0.0017023,6.1439,0.11457,-78.593,0.0074328,78.593,179.99,2.067,0.11456,46.168,9.9583,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018143,493375,0,5.5669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8623e-4,NaN,NaN,NaN,NaN,2.0819,12.102,960.97,338.63,0.5,0.55959
61.301,419.63,-6.1349,0.01874,6.1539,0.55195,-79.557,0.0073654,79.557,179.99,1.7912,0.55163,46.168,9.9583,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018172,494308,0,5.5868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8992e-4,NaN,NaN,NaN,NaN,1.7224,12.122,961.33,338.65,0.5,0.55972
61.801,416.56,-6.1467,-0.023584,6.1349,0.037296,-80.457,0.0073011,80.457,179.99,1.8056,0.028893,46.168,9.9583,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018115,492904,0,5.5541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7244e-4,NaN,NaN,NaN,NaN,1.8097,12.142,961.69,338.66,0.5,0.55985
62.301,413.49,-6.1365,0.020484,6.1489,0.26214,-81.392,0.0072408,81.392,179.99,1.9363,0.26134,46.168,9.9583,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018156,494148,0,5.5811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7436e-4,NaN,NaN,NaN,NaN,1.9695,12.162,962.05,338.67,0.5,0.55997
62.801,410.42,-6.14,-0.0071055,6.14,0.33159,-82.402,0.0071795,82.402,180,2.1021,0.33152,46.168,9.9582,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018129,493555,0,5.5666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8109e-4,NaN,NaN,NaN,NaN,2.1443,12.182,962.41,338.68,0.5,0.5601
63.301,407.35,-6.1347,0.01066,6.1457,0.42276,-83.4,0.007114,83.4,180,1.8908,0.42262,46.168,9.9582,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018145,494136,0,5.5787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9178e-4,NaN,NaN,NaN,NaN,1.8381,12.202,962.77,338.69,0.5,0.56022
63.801,404.28,-6.14,-0.010708,6.1358,0.18568,-84.369,0.0070484,84.369,180,1.9835,0.18537,46.168,9.9582,9.8059,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018115,493463,0,5.5624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.782e-4,NaN,NaN,NaN,NaN,2.0073,12.222,963.13,338.71,0.5,0.56035
64.301,401.21,-6.1349,0.010277,6.1417,0.22979,-85.332,0.0069842,85.332,180,1.8687,0.22956,46.168,9.9582,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018132,494062,0,5.5748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.843e-4,NaN,NaN,NaN,NaN,1.8402,12.242,963.49,338.72,0.5,0.56047
64.801,398.14,-6.1354,-9.4436e-4,6.138,0.30986,-86.305,0.0069207,86.305,180,2.0236,0.30986,46.168,9.9582,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018121,493884,0,5.5697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7691e-4,NaN,NaN,NaN,NaN,2.0629,12.262,963.85,338.73,0.5,0.5606
65.301,395.08,-6.1356,-5.0816e-4,6.1359,0.12925,-87.333,0.0068567,87.333,180,2.0882,0.12925,46.168,9.9582,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018114,493841,0,5.5677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8637e-4,NaN,NaN,NaN,NaN,2.1049,12.282,964.21,338.74,0.5,0.56073
65.801,392.01,-6.1344,0.0024194,6.1356,0.0093272,-88.378,0.0067898,88.378,180,2.0927,0.009008,46.168,9.9582,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018112,493940,0,5.5689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9049e-4,NaN,NaN,NaN,NaN,2.0942,12.302,964.57,338.75,0.5,0.56086
66.301,388.94,-6.1314,0.0060659,6.1373,0.29978,-89.387,0.0067214,89.387,180,1.9429,0.29972,46.168,9.9582,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018117,494195,0,5.5735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9067e-4,NaN,NaN,NaN,NaN,1.9057,12.322,964.93,338.77,0.5,0.56099
66.801,385.88,-6.133,-0.003197,6.1327,0.20092,-90.333,0.0066546,90.333,180,1.8424,0.20089,46.168,9.9581,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018102,493946,0,5.5668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8102e-4,NaN,NaN,NaN,NaN,1.8176,12.342,965.29,338.78,0.5,0.56117
67.301,382.81,-6.1191,0.027774,6.1486,0.70187,-91.342,0.0065915,91.342,180,2.1931,0.70132,46.168,9.9581,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018149,495351,0,5.5975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.752e-4,NaN,NaN,NaN,NaN,2.2802,12.362,965.65,338.79,0.5,0.5613
67.801,379.75,-6.1333,-0.028346,6.1255,0.44911,-92.382,0.0065258,92.382,180,1.969,0.44821,46.168,9.9581,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.01808,493613,0,5.5572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9589e-4,NaN,NaN,NaN,NaN,1.913,12.382,966.01,338.8,0.5,0.56143
68.301,376.69,-6.1227,0.021105,6.1404,0.47586,-93.308,0.006458,93.308,180,1.7313,0.47539,46.168,9.9581,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018123,494938,0,5.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8278e-4,NaN,NaN,NaN,NaN,1.6727,12.402,966.37,338.81,0.5,0.56155
68.801,373.62,-6.1332,-0.021029,6.1228,0.055811,-94.18,0.0063957,94.18,180,1.7571,0.051698,46.168,9.9581,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018071,493639,0,5.5557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6796e-4,NaN,NaN,NaN,NaN,1.764,12.422,966.73,338.83,0.5,0.56168
69.301,370.56,-6.1253,0.015768,6.1334,0.083018,-95.068,0.0063374,95.068,180,1.7979,0.081506,46.168,9.9581,9.806,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018101,494619,0,5.5767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7037e-4,NaN,NaN,NaN,NaN,1.8084,12.441,967.08,338.84,0.5,0.5618
69.801,367.5,-6.114,0.02264,6.1438,0.76289,-96.063,0.0062791,96.063,180,2.1792,0.76255,46.168,9.9581,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018131,495575,0,5.5972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.7194e-4,NaN,NaN,NaN,NaN,2.2735,12.461,967.44,338.85,0.5,0.56193
70.301,364.44,-6.1312,-0.034408,6.1176,0.33396,-97.194,0.0062152,97.194,180,2.3452,0.33219,46.168,9.9581,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018053,493582,0,5.5512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.945e-4,NaN,NaN,NaN,NaN,2.3874,12.481,967.8,338.86,0.5,0.56205
70.801,361.38,-6.113,0.036544,6.1428,0.60787,-98.29,0.0061429,98.29,180,2.0419,0.60677,46.168,9.958,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018127,495744,0,5.5989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0744e-4,NaN,NaN,NaN,NaN,1.9677,12.501,968.16,338.87,0.5,0.56217
71.301,358.31,-6.1311,-0.036263,6.1138,0.16698,-99.332,0.0060709,99.332,180,2.1234,0.163,46.168,9.958,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018041,493522,0,5.5477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8547e-4,NaN,NaN,NaN,NaN,2.1442,12.521,968.52,338.89,0.5,0.5623
71.801,355.25,-6.1181,0.02591,6.1327,0.22622,-100.37,0.0060017,100.37,180,2.011,0.22473,46.168,9.958,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018096,495167,0,5.5837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9236e-4,NaN,NaN,NaN,NaN,1.9836,12.541,968.88,338.9,0.5,0.56244
72.301,352.19,-6.1256,-0.014832,6.1184,0.086959,-101.38,0.0059336,101.38,180,2.0538,0.085684,46.168,9.958,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018053,494133,0,5.5594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.84e-4,NaN,NaN,NaN,NaN,2.0649,12.561,969.24,338.91,0.5,0.56257
72.801,349.13,-6.1192,0.012657,6.1263,0.15168,-102.43,0.0058665,102.43,180,2.1294,0.15115,46.168,9.958,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018076,494893,0,5.5754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.8738e-4,NaN,NaN,NaN,NaN,2.1485,12.581,969.6,338.92,0.5,0.56269
73.301,346.07,-6.121,-0.0034881,6.1207,0.21573,-103.47,0.0057982,103.47,180,2.0216,0.2157,46.168,9.958,9.8061,NaN,NaN,NaN,NaN,567.78,0,NaN,NaN,NaN,NaN,NaN,0.018059,494563,0,5.5669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9168e-4,NaN,NaN,NaN,NaN,1.9951,12.601,969.96,338.93,0.5,0.56282
